Linha de ônibus,Cidade,Lista de pontos de paradas sequenciais
374V-10-1,São Paulo,"[2880956499, 1679664575, 2888331869, 1664042082, 1677418318, 8953716110, 1665568416, 3905097322, 1677417207, 1677418142, 1665565255, 1677408232, 1732088285, 1732087893, 1732086917]"
3751-10-0,São Paulo,"[7006244961, 7301837302, 5384641141, 5386720024, 5386720024, 1665971534, 1837002331, 4015229358, 1837002496, 7302258377, 7301852883, 3906589578, 5305623213, 3906589496, 1837002891, 3906589548, 1837002511, 1660722604, 1660722674, 1837002244, 7848395158, 3905193743, 1660722681, 1660722695, 1660726288, 3905193693, 2495245401, 1678075667, 1660727155, 1678075536, 1678137935, 1678075669, 1678075561, 736966800, 3900873332, 5589493307, 1663042244, 3900873322, 1679709440, 155340856, 1678886530, 2880960633]"
3751-10-1,São Paulo,"[2880960633, 1678886598, 1663042158, 7288220731, 4102552469, 192101392, 1679468745, 1678075669, 3905170530, 736974937, 1678075553, 3905177700, 1812542561, 2495245401, 1812542516, 1660726288, 1660722695, 1812542536, 7848395158, 1837002254, 1660722674, 1837002496, 7302258377, 1837002511, 3906589548, 1837002891, 3906589492, 1837002861, 7301852883, 7302258376, 1837002609, 1837002521, 1837002398, 3908506632, 2235142498, 2235142498, 1837002331, 1665971534, 1837002370, 5305623218, 5384641149, 1836917026]"
3751-21-0,São Paulo,"[5386720024, 5386720024, 1665971534, 1837002331, 4015229358, 1837002316, 1660722674, 1837002244, 7848395158, 3905193743, 1660722681, 1660722695, 1660726288, 3905193693, 2495245401, 1678075667, 1660727155, 1678075536, 1678137935, 1678075669, 1678075561, 736966800, 3900873332, 5589493307, 1663042244, 3900873322, 1679709440, 155340856, 1678886530]"
3754-10-0,São Paulo,"[3908528432, 1836917225, 1665964797, 1665971182, 1665968911, 3971779790, 1837043323, 1837043226, 1837043205, 1837043188, 1837043093, 1837043052, 1837042968, 1837042960, 1837042938, 1837042900, 2472886425, 2472886425, 1837042848, 1837042835, 2063656397, 4500950070, 1665888342, 1678061634, 1678061074, 3675517348, 1665888324, 1665888324, 1677576659, 1660730544, 192104424, 1677561875, 1677576270, 1677562359, 1677562416, 1677497461, 1677497461, 737621108, 2888331869, 1679709440, 155340856, 1678886530, 1676035624]"
3754-10-1,São Paulo,"[1676035624, 1678886598, 1663042158, 155341639, 3781746457, 1677497461, 1677562416, 1677562333, 1677576270, 192104417, 1677561285, 3905097198, 1677561457, 1660730544, 1677576605, 1678061074, 1678061324, 1678061634, 1665888342, 4500950070, 2063656385, 4033989477, 1837042900, 1837042938, 1837042960, 1837043016, 3908481882, 1837043131, 1837043188, 1837043205, 1837043271, 1837043323, 1837043588, 1665968954, 1665968911, 1665971182, 1665964791, 1665953676, 1836917174, 1665971174, 3908528432]"
3756-10-0,São Paulo,"[3908553387, 1836917982, 3908553314, 1836917897, 1836917779, 3908528687, 1665953671, 1836917282, 1836917079, 1836916988, 1665968946, 1837002331, 4015229358, 1837002316, 1837002308, 1837002307, 1837002322, 1837002325, 2321277599, 2179749666, 2179749666, 2179749694, 7941693236, 2179749615, 2179749636, 1679429296, 1678946848, 1678946775, 4106913802, 765175084, 5371164642, 1678946359, 155340244, 1676069939, 1676036119, 2880970901]"
3756-10-1,São Paulo,"[2880960633, 155344261, 1676036119, 155344252, 155340245, 1678946487, 765175095, 1678946660, 4106913802, 1678946760, 1679469398, 1679429296, 2179749636, 2179749615, 3906675302, 7941693236, 2179749694, 7941693217, 2179749666, 2321277599, 1837002325, 3906607706, 1837002307, 1837002308, 1660722674, 1837002496, 1837002609, 1837002521, 1837002398, 3908506632, 2235142498, 2235142498, 1837002331, 1665971534, 1837002352, 1836917079, 1836917221, 1836917282, 7832358690, 3908528687, 1836917554, 1836917554, 3908553108, 1836918027]"
3761-10-0,São Paulo,"[8761508605, 8761507865, 1836781921, 7913008137, 8761507887, 8761507891, 1836781690, 8761507908, 1836781576, 1836781477, 1836848274, 1836848269, 1836848237, 8789863251, 1659407911, 1664522693, 1664522776, 1667834271, 1650761011, 1645957411, 5252124593, 1645759008, 662464157, 662464310, 662464304, 662464307, 663007890, 662464286, 662464259, 2286216374, 663049889, 1984335404, 1607570622, 1095081423, 1984335392, 2477112210, 2530181208, 1734764019, 663301635, 155386505, 155389017, 155389418, 155391566, 7309388750, 1836988617, 1836988434, 1984335305, 1836987920, 8812225715, 2477144834, 2525560913, 155403114, 2477149351, 2494629848, 2368045749, 552894063, 135571294, 173947272, 129959872, 2413894424]"
3761-10-1,São Paulo,"[2413894424, 129959876, 173947596, 2357332934, 7301978964, 2477092980, 173955538, 2407315876, 656463374, 155403117, 173909118, 1266042951, 155399663, 1266042905, 663863939, 7309932679, 663863977, 155365954, 1984335315, 155390829, 8805259162, 663471007, 155389020, 155371144, 1080024821, 663301637, 663049760, 663281926, 1095081436, 663281808, 1607570622, 663049891, 2286216374, 662464259, 3901685462, 663007890, 662464307, 663007891, 662464328, 1645758990, 155373522, 8790120950, 5463233673, 3900887397, 1664522693, 1659407916, 1659407897, 1607877074, 1836848259, 1836781425, 1836781477, 7784004346, 8761507908, 1836781690, 1836781753, 8761507887, 1836781882]"
3762-10-0,São Paulo,"[1096518051, 1096517912, 4934171192, 934863984, 1084835287, 1984378129, 4394274629, 1984378093, 667546286, 667546286, 6924796206, 2430690747, 1080903106, 1080903121, 3901559396, 2430693042, 356234106, 663895417, 663895205, 663895244, 663895247, 663895303, 911474339, 911474017, 839180672, 910202755, 910202818, 910203358, 910202697, 839180832, 173905239, 667546251, 2385867059, 7936562785, 433729446, 7280055631, 2357332768, 2357332801, 2357332787, 2407378375, 174021798, 2384948732, 3880322136, 129958529, 175677964, 130009948, 130009968, 175675834, 135613865]"
3762-10-1,São Paulo,"[135613865, 130009935, 3325705334, 461134701, 453662239, 135566142, 433730478, 433999370, 433999370, 173901812, 173901813, 2357332787, 2357332804, 2357332768, 2357332768, 2913647720, 433729446, 7936562785, 2385867059, 666982852, 3901533166, 839180832, 2410467640, 910202755, 2408377401, 911473824, 911474339, 5339390529, 2407436962, 663895222, 663895205, 1080109576, 1079204343, 850377440, 4530148302, 1984378068, 1080903324, 1080903106, 1080024773, 934867560, 934864008, 1084835287, 934863978, 4934171202, 1096517912, 1096518051]"
3763-10-0,São Paulo,"[438679770, 2376451482, 678571715, 356234024, 911473938, 356233873, 2356792764, 663895318, 663895244, 2407436962, 2461787187, 2384828101, 1077894342, 1079203812, 1079203812, 688022042, 688022092, 911473766, 4959267328, 7936495403, 667546244, 839181311, 173902554, 433729161, 2357332781, 2357332778, 129958229, 459144313, 2036415545, 173901811, 462747768, 138077697, 129959069, 130009968, 175675834, 130009967]"
3763-10-1,São Paulo,"[130009967, 130009935, 408498311, 130009971, 462747768, 2344686373, 173901811, 2036415545, 459150493, 2385888862, 173901812, 173901813, 2357332781, 433729161, 2385867014, 839181311, 667546244, 2411617521, 7936495403, 910202753, 688022098, 911474303, 1079203812, 1079203812, 1077894470, 2461787222, 1079204295, 910203232, 2407436962, 663895222, 663895252, 663895565, 1080109422, 1080109301, 356233892, 666983020, 666983036, 666983093, 678571715, 6047502178, 438679730, 438679770]"
3766-10-0,São Paulo,"[1812542500, 1678061675, 1812542541, 1812542465, 1812542549, 1812542528, 1812542448, 1812542529, 1812542471, 1812542540, 1678061687, 3905134108, 3905134115, 736863167, 8943221532, 3905165800, 738670951, 1677613948, 738670949, 1677562540, 6981923160, 3781738188, 1677562416, 1677497461, 1677497461, 737621108, 2888331869, 1679709440, 155340856, 1678886530]"
3766-10-1,São Paulo,"[2880956499, 1678886598, 1663042158, 7288220731, 4102552469, 192101392, 3564371987, 736984930, 4102552474, 3781746457, 1677497461, 1677562416, 739470029, 822156652, 738670949, 3905165795, 738670951, 736966228, 8943140178, 736863173, 736863045, 3905134108, 737620905, 3905177676, 1678061705, 3905177696, 3905193658, 1812542591, 1812542528, 1812542517, 1812542465, 4108716786]"
3768-10-0,São Paulo,"[1836925489, 1836925554, 1836925481, 3908528924, 1836925384, 1665953743, 1665953767, 1665953671, 1836917282, 1836917079, 1836916988, 1665968946, 1837002331, 4015229358, 1837002316, 1660722674, 1837002244, 7848395158, 3905193743, 1660722681, 1660722695, 2658289137, 1665974574, 1660727151, 1678061323, 1678061083]"
3768-10-1,São Paulo,"[1678061083, 9035525127, 1660727151, 1665978282, 1678061324, 1660722625, 2303678788, 3905193713, 1812542536, 7848395158, 1837002254, 1660722674, 1837002496, 1837002609, 1837002521, 1837002398, 3908506632, 2235142498, 2235142498, 1837002331, 1665971534, 1837002352, 1836917079, 1836917221, 1836917282, 7832358690, 1665953767, 5418837103, 1836925384, 1836925403, 1836925517, 1836925576, 1836925631, 1836925471, 1836925401, 1836925397, 1836925489]"
3773-10-0,São Paulo,"[1676930623, 1645958643, 1645958763, 296191410, 1645958705, 1645958518, 1645958516, 1645958172, 1645957856, 1645957565, 1645957510, 1650761149, 297500475, 8731878408, 5252124593, 662464157, 662464310, 662464304, 663049894, 2286216648, 663049816, 8955929995, 663281781, 663049778, 663056354, 663049862, 663049878, 663049888, 2286216159, 6350686107, 1095081519, 2477112210, 2530181208, 1734764019, 663301635, 155386505, 155389017, 155389418, 155391566, 7309388750, 1836988617, 1836988434, 1984335305, 1836987920, 8812225715, 2477144834, 2525560913, 155403114, 2477149351, 2494629848, 2368045749, 552894063, 135571294, 173947272, 129959872, 2413894424]"
3773-10-1,São Paulo,"[2413894424, 129959876, 173947596, 2357332934, 7301978964, 2477092980, 173955538, 2407315876, 656463374, 155403117, 173909118, 1266042951, 155399663, 1266042905, 663863939, 7309932679, 663863977, 155365954, 1984335315, 155390829, 8805259162, 663471007, 155389020, 155371144, 1080024821, 663301637, 663049760, 2477118814, 155384033, 1984335398, 1984335414, 1984335418, 1984335427, 6352664021, 1984335472, 1984335479, 7285450142, 7285450141, 296196366, 6933984344, 8955929995, 663049816, 2286216648, 663049894, 663007891, 662464328, 1645758990, 155373522, 8790120950, 1645957447, 1650761149, 5328120364, 1645957565, 1645957856, 1645958305, 1645958672, 1645958748, 296191410, 1676930623]"
3778-10-0,São Paulo,"[1664079145, 4996960537, 1664079316, 7959856222, 8943844331, 1836989002, 1836989009, 1836989006, 1836989002, 1836988948, 1836988929, 155389016, 155389020, 2476995856, 438680048, 2295109946, 1984358528, 8773589032, 2533592850, 6093415628, 438679902, 8766025560, 2376451482, 2411615274, 1079949848, 2411615279, 2407322403, 173906301, 2411615271, 433729068, 2357332901, 2357332878, 461992657, 129960040, 2384948732, 3880322136, 129958529, 130009943, 175677883]"
3778-10-1,São Paulo,"[2413894424, 129959876, 2061326906, 461992610, 2357332874, 173964808, 433729068, 666983188, 433729801, 433729797, 666983197, 2411615280, 2411615273, 438679730, 1266042791, 2431342940, 663863899, 667546504, 1984335331, 4579257382, 1984358533, 1984335341, 155371144, 155389017, 155389016, 1836988918, 1836988961, 1080024837, 1836989002, 1836989009, 1836989006, 1836989002, 5502269623, 690742322, 690742330, 690742340, 7959856222, 4996960537, 1664079145]"
3785-10-0,São Paulo,"[3908572601, 5371684551, 1836918209, 1836918160, 1836917982, 3908553314, 1836917897, 1836917779, 3908528786, 1836917632, 1836917597, 1836917625, 1836917751, 7934260384, 1836917953, 8765942366, 1836917784, 1836917669, 1836917669, 1836917669, 7884163021, 1836918100, 1665807331, 5305573900, 3906537529, 1836857278, 7786618176, 1836848274, 1836848269, 1836848237, 1836848189, 2260055565, 8790002594, 2179884135, 760105403, 1422508671, 7920515843, 1679469661, 1679469661, 7770851795, 2179749667, 1679429452, 1679469398, 1678946848, 1678946775, 4106913802, 765175084, 5371164642, 1678946359, 155340244, 1676069939, 1676036119, 2880970901, 2880956499]"
3785-10-1,São Paulo,"[2880956499, 155344261, 1676036119, 155344252, 155340245, 1678946487, 765175095, 1678946660, 4106913802, 1678946760, 736985017, 2179749667, 1679469467, 8769125813, 8769309721, 760105403, 760105390, 2179884119, 1422508628, 2260400786, 760105404, 1607877074, 1836848259, 1836781425, 7786625086, 1607871323, 8627340310, 1836857285, 5305573900, 5305589321, 1836918100, 7884163021, 1836917669, 8765942366, 1836917953, 1836917919, 1836917751, 1836917625, 1836917597, 1836917632, 3908528786, 1836917779, 1836917925, 3908553268, 1836918000, 3908553286, 3908553276, 3908553272, 3908553396, 1836918131, 1836918226, 1836918267, 1836918230, 1836918219, 3908572604, 2235109156, 2235109060, 8429845988, 3908572601]"
3787-10-0,São Paulo,"[2235108953, 7023530455, 7023530455, 1836918602, 1836918618, 1836918678, 1836918651, 7023541796, 1836918584, 1836918582, 1836918560, 1836918553, 1836918498, 1947927980, 1836918344, 1836918239, 3908553443, 2235022561, 1836917979, 1836917979, 2235022561, 3908553443, 1836918302, 1836918360, 1836918433, 1836918465, 3908572713, 3906537529, 1836857278, 7786618176, 1836848274, 1836848269, 1836848237, 1836848189, 2260055565, 8790002594, 2179884135, 760105403, 1422508671, 7920515843, 1679469661, 1679469661, 7770851795, 2179749667, 1679429452, 1679469398, 1678946848, 1678946775, 4106913802, 765175084, 5371164642, 1678946359, 155340244, 1676069939, 1676036119, 2880970901]"
3787-10-1,São Paulo,"[2880956499, 155344261, 1676036119, 155344252, 155340245, 1678946487, 765175095, 1678946660, 4106913802, 1678946760, 736985017, 2179749667, 1679469467, 8769125813, 8769309721, 760105403, 760105390, 2179884119, 1422508628, 2260400786, 760105404, 1607877074, 1836848259, 1836781425, 7786625086, 1607871323, 8627340310, 1836857285, 1836918465, 1947928001, 1836918360, 1836918336, 3908572364, 3908553443, 2235022561, 1836917953, 2235022561, 3908553443, 8534179076, 1836918344, 1836918425, 1947927980, 1836918498, 1836918560, 1836918584, 1836918629, 1836918651, 3908597475, 1836918612, 1836918595, 3908597496, 2235109045, 2235108953]"
3789-10-0,São Paulo,"[1836918770, 5880425756, 1836918760, 1836918749, 1836918731, 1836918612, 1836918595, 1836918560, 1836918553, 1836918498, 1947927980, 1836918344, 1836918239, 3908553443, 2235022561, 1836917953, 1836917953, 8765942366, 1836917784, 1836917669, 7884163021, 1836918100, 1665807331, 5305573900, 3906537529, 1836857278, 7786618176, 1836848274, 1836848269, 1836848237, 1836848189, 2260055565, 8790002594, 2179884135, 760105403, 1422508671, 7920515843, 3900885947, 7933802312, 7933802312, 4820661844, 1679523624, 1679523356, 1679523191, 1679523077, 662492140, 662492142, 1679518881, 1679517458, 1679516705, 155340246, 155340244, 1676069939, 1676036119, 2880970901]"
3789-10-1,São Paulo,"[2880956499, 155344261, 1676036119, 155344252, 155340245, 7845353196, 1678841068, 1679517150, 1678845479, 662492142, 4762894928, 3119469753, 3118235493, 1679523356, 4820661844, 1679523477, 3900885947, 8769125813, 8769309721, 760105403, 760105390, 2179884119, 1422508628, 2260400786, 760105404, 1607877074, 1836848259, 1836781425, 7786625086, 1607871323, 8627340310, 1836857285, 5305573900, 5305589321, 1836918100, 7884163021, 1836917669, 8765942366, 1836917953, 2235022561, 3908553443, 8534179076, 1836918344, 1836918425, 1947927980, 1836918498, 1836918560, 1836918673, 1836918686, 1836918703, 1836918749, 1836918757]"
3791-10-0,São Paulo,"[155392157, 155392163, 7309388750, 1836988451, 1836988389, 1836988173, 1836987964, 2351752176, 3387938631, 1836987664, 1836987661, 1678467506, 1678467424, 1678467320, 1649595190, 1649595243, 5337763141, 720871058, 1678678859, 1649595212, 720881067, 1678466989, 1649584229, 1678715269]"
3791-10-1,São Paulo,"[1678715269, 721069470, 721069470, 1678466811, 5337843988, 1649588829, 720878884, 1678715509, 1649595162, 1678467193, 1678467320, 1678467424, 1678467506, 1678679703, 1836987669, 1664070080, 1836987754, 1836987708, 1836987857, 1836987934, 1836988078, 1836988311, 1836988673, 1984335315, 155392165, 155390829, 155391578, 155392149, 155392151]"
3795-10-0,São Paulo,"[3905206885, 2466135375, 2466140048, 1837021180, 1837021197, 1837002496, 7302258377, 3906589601, 1837002673, 1837002325, 1837002325, 2321277599, 2179749666, 2179749666, 2179749694, 7941693236, 2179749615, 2179749636, 1679429296, 1679429160, 1678946430, 8943140169, 1678945740, 8953915881, 765175070, 765175079, 5371164642, 1678946359, 155340244, 1676069939, 1676070306, 2880970901, 1676059669]"
3795-10-1,São Paulo,"[1676059669, 1676070306, 155344252, 1678946368, 1678946433, 765175079, 765175071, 8953915883, 765175051, 1678945651, 1678945853, 8943140169, 1678137893, 1679429154, 1679469398, 1679429296, 2179749636, 2179749615, 3906675302, 7941693236, 2179749694, 7941693217, 2179749666, 2321277599, 1837002325, 1837002325, 3906589556, 3906589601, 1660722604, 1837021197, 7849301785, 7930245591, 2466140048, 1837020953]"
3796-10-0,São Paulo,"[3900885986, 2260400819, 3900885971, 3900885965, 2260400735, 2260400748, 2260400599, 2260400428, 3900887440, 2260400598, 3900888603, 8774063442, 1679523356, 1679523191, 1679523077, 662492140, 662492142, 1679518881, 1679517458, 1679516705, 155340246, 155340244, 1676069939, 1676036119, 2880970901, 1676059669]"
3796-10-1,São Paulo,"[1676059669, 155344261, 1676036119, 155344252, 155340245, 7845353196, 1678841068, 1679517150, 1678845479, 662492142, 4762894928, 3119469753, 3118235493, 1679523356, 1679523669, 3900888603, 2260400598, 3900888603, 3900887440, 2260400428, 2260400599, 2260400748, 2260400750, 3900885965, 2260400819, 3900885986]"
3901-10-0,São Paulo,"[1609073704, 1609074055, 7288167077, 1215012993, 2528375659, 1673702358, 1609051254, 1673687439, 1215012705, 2090941778, 1673666180, 1673666312, 2087546033, 6339908366, 2058923171, 2087846953, 2058923239, 1706412673, 5334219098, 2507830876, 1706412855, 6755956231, 1706412933, 1706412746, 1706412633, 1706344449, 2528375690, 5338795437, 1706413928, 180591584, 664053053, 2371448009, 627702920, 627702949, 627702955, 3900489730, 1706350269]"
3901-10-1,São Paulo,"[1706350269, 627702920, 629048461, 664053076, 1706413619, 1706346159, 2357370000, 2071453539, 1706412835, 357963975, 2066421041, 5334219098, 1705510414, 2066421033, 2087846982, 1664234806, 2058923171, 2528656610, 1673608735, 1609073633, 2087546089, 1673666312, 1673666118, 2090941778, 1215012705, 1673687439, 1609051299, 2528375661, 1215012993, 5404426848, 1609073704]"
3902-10-0,São Paulo,"[2368611424, 5338197703, 1671357071, 1671357089, 1671357140, 1671357200, 1671357332, 1671357332, 1671357370, 1671357409, 1672645387, 1672646087, 5454462047, 1672645505, 1672645655, 3906876964, 1672645485, 1672645638, 1672646222, 7305725093, 1837866335, 1989729460, 1837866797, 1837866538, 1666881393, 1666881396, 1837866303, 1666864475, 1727959888, 1666868372, 1666864474, 4903089666, 1665835570, 1665835579, 5883323454, 1666858550, 1666856353, 1666856374, 1666856362, 1837717293, 5111365310, 1837717442, 1837717513, 1837717783, 1837717774, 1665847324, 1837717949, 1837717949, 3906792993, 1837718032, 3906793025, 3906411216, 1837718478, 1837718494, 2495245373]"
3902-10-1,São Paulo,"[2495245373, 2495245373, 2302195153, 1665906474, 4153892602, 1837718255, 1665847324, 1837717780, 3906413676, 1837717659, 1837717513, 1837717422, 1837717378, 1666856361, 1666856362, 1837765689, 5111308127, 1666871835, 5883323454, 1665835579, 1665835612, 1666864474, 1666868372, 1727959830, 1666864475, 1666881421, 1837866355, 1666881393, 3906675351, 1837866624, 1989882167, 1989882160, 1837866690, 1989729460, 1837866335, 1672646222, 1672645913, 1672645363, 1672645698, 1672645588, 5454462047, 1672646043, 1672644557, 1672644051, 1671357357, 1671357230, 1671357140, 7812550294, 1671357062, 513931403, 5065283752, 1671357036, 2368611424]"
3903-10-0,São Paulo,"[7289256285, 5886267422, 1677335978, 1677336156, 1677283519, 1677337263, 7284644831, 7288814847, 6047276411, 5345711920, 1677247790, 1676202347, 1679947725, 1664058306, 5892111303, 3900816496, 1662593609, 1679860001, 1662579645, 1679857889, 1662593534, 1662593573, 1665557825, 1665557825, 7288747511, 1679906546, 1662593586, 1679855041, 1679906388, 1662602527, 1664234802, 2528656654, 2087546165, 3900466938, 2076996615, 2856845065, 1664231993, 2072973722, 5503450852, 5734791866, 9048605941, 3837736879, 2071453452, 5338853127, 1664232046, 1706344449, 1706345625, 1706346159, 1706412896]"
3903-10-1,São Paulo,"[1706412896, 1706412746, 2072385828, 2071453452, 3837736879, 3837736882, 5334222910, 5766071763, 2066420917, 1664236562, 2087789643, 1664236585, 5334199232, 1664234884, 1664234881, 1662602694, 1662602637, 1679855049, 1662602449, 1662602539, 1679855564, 1679857095, 242661791, 1679856831, 1665557885, 1679857889, 1662579718, 1662579694, 1662579728, 2580657097, 3900816496, 5892111303, 1664058306, 1679947725, 1676202347, 1676981336, 8792713786, 5345831180, 1677247372, 1677246504, 1677337023, 1677283519, 1677336156, 1677335978, 5886267422, 7289256285]"
390E-10-0,São Paulo,"[2072385868, 1706344449, 2528375690, 5338795437, 1706413928, 2251528963, 619212629, 8777138572, 1430982922, 1430972459, 477360350, 461988041, 174039191, 155430739, 155430133, 434003210, 619194405, 155430745, 437564134, 2530563802, 25872212]"
390E-10-1,São Paulo,"[25872212, 8890725858, 2389060584, 437564134, 4702060041, 155430742, 461884649, 452096521, 174039190, 1972415710, 477360350, 433999317, 433999334, 130112041, 177471034, 433999404, 2371443910, 180591374, 2108104605, 2108104605, 2108104605, 4384427706, 1706345625, 1706412656, 1706344385, 2072385868]"
4001-10-0,São Paulo,"[2775944202, 736977020, 738802809, 1677563047, 1677497742, 192102966, 4102552474, 2888331869, 3900873323, 155340235, 155341262, 1678945632, 8953915881, 765175070, 765175079, 4106913804, 4106876902, 7846337718, 1678773666, 1678774469, 173917905, 1678775444, 1678775444, 1678775489, 1678775434, 1678775251, 6722229287, 173917889, 6960755243, 1678866297, 1664111478, 8777241277, 1836987733, 1836987669, 1664070080, 1836987754, 1836987927, 1836988046, 155400185, 6925699589, 7950802718]"
4001-10-1,São Paulo,"[7950802718, 438679770, 1266042916, 155400188, 1984335295, 2351752176, 3387938631, 1836987664, 1836987661, 2538681432, 1836987757, 2791673016, 1664111478, 2363607676, 1678866308, 173917889, 1678841331, 1678775251, 7845868016, 1678842086, 173917903, 1678841720, 173917905, 1678774469, 5070621866, 173920532, 1678946487, 765175095, 765175084, 765175079, 765175071, 8953915883, 765175051, 1663042123, 8711027234, 3900873322, 4102552469, 192101392, 3564371987, 736984930, 192102968, 1677497742, 1677563047, 738802809, 1677562744, 192102973, 3905164053, 2775944202]"
4002-10-0,São Paulo,"[1837043112, 1837043093, 1837688640, 1837688597, 1837688558, 1837688516, 1837688485, 1837688441, 1837688390, 1837688354, 1837688256, 2472825851, 2472825851, 7930841281, 1837042814, 2063656397, 2463432185, 1665888342, 1678061634, 1678061074, 3675517348, 1665888324, 1665888324, 1677576659, 1660730544, 192104424, 1677561875, 1677576270, 1677562359, 1677562416, 1677497461, 1677497461, 737621108, 2888331869, 3900873323, 155340235, 1663042158, 1678945992, 155340245, 7845353196, 1678841068, 1679517150, 1678845479, 662492142, 1836954104, 1836954286, 662492114, 2976480491, 2488905632, 662492072, 662492040, 3900873167, 2477118814, 6080799423, 663301602, 663301607, 663470983, 2476995854, 2476995856, 438680048, 2295109946, 1984358528, 8773589032, 2533592850, 6093415628, 438679902, 7950802718]"
4002-10-1,São Paulo,"[7950802718, 438679770, 2431342940, 663863899, 667546504, 1984335331, 4579257382, 1984358533, 663471002, 2476979655, 2376451574, 1984335378, 155383646, 2477112210, 1836954575, 662492040, 662492072, 2488905739, 2976480491, 1836954286, 4386517416, 662492142, 1679518881, 1679517458, 1679516705, 155340246, 155340244, 1663042158, 155341639, 3781746457, 1677497461, 1677562416, 1677562333, 1677576270, 192104417, 1677561285, 3905097198, 1677561457, 1660730544, 1677576605, 1678061074, 1678061324, 1678061634, 1665888342, 1837020485, 2063656385, 2302195205, 7930841268, 2474762534, 2472825851, 1837688269, 1837688354, 1837688390, 1837688441, 1837688485, 3721903496, 1837688639, 1837043112]"
4003-10-0,São Paulo,"[3908528432, 3908528432, 1836917225, 1836916988, 1665968946, 1837002370, 5305623218, 5384641149, 1836917026, 5384627543, 5384641141, 5386720024, 5386720024, 1665971534, 1837002331, 4015229358, 1837002316, 1660722674, 1837002244, 7848395158, 3905193743, 1660722681, 1660722695, 2658289137, 1665974574, 1678061074, 3675517348, 1665888324, 1665888324, 739470053, 1677576774, 1677576774, 1677562431, 1677562429, 6981923160, 3781738188, 1677562416, 1677497461, 1677497461, 737621108, 1679669513]"
4003-10-1,São Paulo,"[1679669513, 3781746457, 1677497461, 1677562416, 739470029, 739470038, 739470046, 739470053, 1678061074, 1678061324, 1660722625, 2303678788, 3905193713, 1812542536, 7848395158, 1837002254, 1660722674, 1837002496, 1837002609, 1837002521, 1837002398, 3908506632, 2235142498, 2235142498, 1837002331, 1665971534, 5386720024, 5384641145, 5384627543, 1836917026, 5384641149, 1837002352, 1836917174, 1665971174]"
4004-10-0,São Paulo,"[1836917979, 1836917979, 1836918053, 2235009402, 8533597722, 7934142725, 1836918395, 1836918440, 1836918504, 1836918504, 1836918537, 1836918537, 1836918522, 3908597369, 2235109060, 8429845988, 5371684551, 1836918209, 1836918160, 1836918000, 1836917897, 1836917779, 3908528786, 1836917632, 1836917597, 1836917625, 1836917751, 7934260384, 1836917953, 1836917953, 1836917953, 1836917979]"
4005-10-0,São Paulo,"[1836917953, 1836917979, 1836917919, 1836917751, 1836917625, 1836917597, 1836917632, 3908528786, 1836917779, 3908553108, 1836918027, 1836918131, 1836918226, 1836918267, 1836918230, 1836918219, 3908572604, 2235109156, 1836918442, 3908597369, 1836918522, 1836918537, 1836918504, 1836918440, 1836918395, 8533597722, 1836918174, 1836918099, 2200584978, 1836917953, 1836917953, 1836917953, 1836917953]"
4006-10-0,São Paulo,"[1836781452, 5881546243, 1836781545, 1836781583, 1836781605, 1836781661, 3907490454, 3907490438, 1836781845, 1836793550, 1836781902, 1836781902, 3907534003, 4728606209, 1836793683, 1836793550, 1836781845, 1836781798, 3907490429, 3907490450, 1836781661, 1836781583, 1836781572, 1836781579, 1836781615, 1836781681, 1836781696, 1836781677, 1836781576, 1836781477, 1836781452]"
4006-21-0,São Paulo,"[1836781452, 5881546243, 1836781545, 1836781583, 1836781605, 1836781661, 3907490454, 3907490438, 1836781845, 1836793550, 1836781902, 1836781902, 1836793630, 7783528186, 1836793560, 7783528186, 1836793550, 1836781845, 1836781798, 3907490429, 3907490450, 1836781661, 1836781583, 1836781572, 1836781579, 1836781615, 1836781681, 1836781696, 1836781677, 1836781576, 1836781477, 1836781452]"
4007-10-0,São Paulo,"[1837043784, 1837043796, 3908514438, 3908506766, 1665971182, 1665968893, 1665968894, 3971779790, 1837043323, 1837043226, 1837043229, 1837021180, 1837021197, 1837002316, 1660722674, 1837002244, 7848395158, 3905193743, 1660722681, 1660722695, 1660726250, 2658289119, 1812542514, 1678075667, 1660727155, 1678075536, 1678137935, 1678075669, 736974039, 1678946848, 1678946775, 4106913802, 765175084, 5371164642, 1678946359, 155340245, 7846337718, 1678773666, 1678774469, 173917905, 1678775444, 1678775444, 1678775489, 1678775434, 1678775251, 6722229287, 173917889, 6960755243, 1678866297, 1664111478, 8777241277, 1836987733, 1836987669, 1664070080, 1836987754, 1836987927, 1836988046, 155400185, 6925699589, 438679770]"
4007-10-1,São Paulo,"[438679770, 1266042916, 155400188, 1984335295, 2351752176, 3387938631, 1836987664, 1836987661, 2538681432, 1836987757, 2791673016, 1664111478, 2363607676, 1678866308, 173917889, 1678841331, 1678775251, 7845868016, 1678842086, 173917903, 1678841720, 173917905, 1678774469, 5070621866, 173920532, 1678946487, 765175095, 1678946660, 4106913802, 1678946760, 1679469398, 1678061709, 1678075669, 3905170530, 736974937, 1678075553, 3905177700, 2464356733, 2464356747, 2658289093, 737144180, 3905193713, 1812542536, 7848395158, 1837002254, 1660722674, 1837021197, 1837043229, 1837043271, 1837043323, 1837043588, 1665968893, 3908514445, 1837043796, 1837043784]"
