Linha de ônibus,Cidade,Lista de pontos de paradas sequenciais
655-5042,Curitiba,"[372410710, 3765514532, 372412958, 613695873, 8598503558, 5471847613, 1732263368, 269578021, 5674096140, 5674096154, 266901460, 267526227, 8742132496, 267526126, 1391262186, 1391262155, 4085241001, 3012841281, 3012841256, 3012841289, 3012841330, 3012841443, 8679580765, 1771622624, 1771622603, 1771622635, 1575647058, 1575647311]"
655-881,Curitiba,"[372410710, 3765514532, 372412958, 613695873, 8598503558, 5471847613, 1732263368, 269578021, 5674096140, 5674096154, 266901460, 267526227, 8742132496, 267526126, 266901468, 5467607051, 267526924, 267526922, 5467607076, 8670683513, 8671543663, 1391261689, 3012841480, 1391262035, 1771622624, 1771622603, 1771622635, 1575647058, 1575647311]"
655-882,Curitiba,"[1575647311, 1575647062, 1575647412, 1771527880, 1771527859, 1771516206, 1771516247, 3769278302, 1771516199, 1771622657, 3012841480, 1391261689, 8671543663, 8744463902, 5467607076, 267526922, 267526924, 1391262342, 266901468, 267526126, 8742132496, 267526228, 1762653732, 269575918, 1424285243, 5471847613, 5686661428, 613695886, 5471847229, 613695699, 1229454359, 3765514539, 5962230559, 372410710]"
655-9253,Curitiba,"[1771622624, 1771622603, 1771622635, 1575647058, 1575647311]"
655-9254,Curitiba,"[372410710, 3765514532, 372412958, 613695873, 8598503558, 5471847613, 1732263368, 269578021, 5674096140, 5674096154, 266901460, 267526227, 8742132496, 267526126, 266901468, 5467607051, 267526924, 267526922, 5467607076, 8670683513, 8671543663, 1391261689, 3012841480, 1771622624, 1771622603, 1771622635, 1575647058, 1575647311, 1575647062, 1575647412, 1771527880, 1771527859, 1771516206, 1771516247, 3769278302, 1771516199, 1771622657]"
655-9273,Curitiba,"[1771622624, 1771622603, 1771622635, 1575647058, 1575647311]"
655-9274,Curitiba,"[372410710, 3765514532, 372412958, 613695873, 8598503558, 5471847613, 1732263368, 269578021, 5674096140, 5674096154, 266901460, 267526227, 8742132496, 267526126, 266901468, 5467607051, 267526924, 267526922, 5467607076, 8670683513, 8671543663, 1391261689, 3012841480, 1771622624, 1771622603, 1771622635, 1575647058, 1575647311, 1575647062, 1575647412, 1771527880, 1771527859, 1771516206, 1771516247, 3769278302, 1771516199, 1771622657]"
658-887,Curitiba,"[267194176, 603240086, 5693837002, 603240071, 3933889450, 8503502302, 603240064, 603240042, 1843394365, 3933890643, 4176138003, 3933987513, 373068209, 3933987553, 373068158, 613725937, 1736634428, 373068066, 373068162, 373068164, 1520921684, 5477172251, 5477172248, 1411247801, 1411247847, 1411247703, 1409921547, 1409976667, 1409976670, 1409976527, 1409976517, 1409976331, 1409921581, 8754598189, 1409976643, 1411218742, 1411218761, 1411218767, 1411218743, 1411218791, 1411200974, 1411218794, 1411218722, 1411218701, 1409921624]"
658-888,Curitiba,"[1409921624, 1411218701, 1411218722, 1411218694, 1411218782, 1411218791, 1411218743, 1411218767, 1411218761, 1411218742, 1409976643, 1409921544, 1409921581, 1409976331, 1409976517, 1409976527, 1409976546, 1409976667, 1411247600, 1411247866, 1411247516, 1411247801, 1520921671, 1520922059, 373068170, 373067802, 373068162, 373068066, 1736634428, 613725937, 373068157, 3933987553, 373068209, 3933987513, 4176138003, 3933890643, 1843394360, 603240042, 603240064, 8503502302, 3933889450, 603240071, 373068259, 373068441, 267194176]"
659-889,Curitiba,"[613598184, 3765514532, 372412958, 613695873, 8598503558, 5471847613, 1732263368, 269578021, 5674096140, 5674096154, 6815786584, 5467711719, 1808150392, 267526904, 1808150738, 1808151119, 1798051971, 9031055232, 4222207759, 5509399808, 6069912522, 6069912537, 6069912537, 6575205720, 6575205720, 5509399795, 9030342605, 8560260168, 4002467524, 1722800199, 2365115958, 2365115958, 267527314, 267527295, 9031591425, 9031591426, 1722735248]"
659-890,Curitiba,"[1722735248, 9031591426, 9031591425, 267527295, 267527314, 2365115958, 2365115958, 1722799193, 4002467524, 8560260168, 9030342605, 5509399795, 6575205720, 6575205720, 6069912537, 6069912537, 6069912522, 5509399808, 4222207759, 9031055232, 1798051971, 1808151119, 1808150738, 267526904, 1808150392, 5467711718, 267526914, 267526917, 267526918, 1391262128, 267526924, 1391262131, 1762653732, 269575918, 1424285243, 5471847613, 5686661428, 613695886, 1149245710, 613695699, 1229454359, 3765514539, 5962230559, 613598184]"
661-891,Curitiba,"[3602950893, 267193211, 267193262, 574693619, 269274517, 267193281, 1386693995, 679327200, 9816132969, 2015063330, 679327318, 679327316, 669003605, 679327362, 614235282, 669003598, 669003334, 614235311, 3933853252, 6144726946, 1400298100, 1400279878, 6573801485, 372407159, 1400279859]"
661-892,Curitiba,"[1400279859, 2208197124, 6573801485, 1400298054, 1400279878, 1400298100, 6144726944, 679354775, 614235311, 1362816470, 669003598, 614235282, 679327362, 9034015605, 679327316, 668990443, 267193375, 6396795692, 679327177, 679327210, 978827015, 6396859293, 269285956, 269285958, 269251337, 269285960, 269256435, 3602950893]"
662-893,Curitiba,"[3602950893, 267193211, 267193262, 574693619, 269274517, 267193281, 1386693995, 679327200, 9816132969, 2015063330, 679327318, 679327316, 669003605, 679327362, 614235282, 669003598, 669003334, 614235311, 679354622, 614235274, 614235273, 5475923465, 1362833560, 1400358570, 1400298010, 1400358575]"
662-894,Curitiba,"[1400358575, 1400298010, 1400358570, 1362833577, 1362833578, 613831547, 614235279, 1400318198, 679354775, 1362816470, 669003598, 614235282, 679327362, 9034015605, 679327316, 668990443, 267193375, 6396795692, 679327177, 679327210, 978827015, 6396859293, 269285956, 269285958, 269251337, 269285960, 269256435, 3602950893]"
663-895,Curitiba,"[3602950893, 267193211, 267193262, 574693619, 269274517, 267193281, 1386693995, 679327200, 9816132969, 668990438, 1362816448, 1362816396, 1362816466, 1362816421, 1362816415, 1975204369, 1362816395, 3632226545, 1362833582, 1362816444, 2655876276, 1362816435, 1400446963, 1362816447, 1400358604, 3933853260, 1400358682, 1362833562, 3765461691, 3765461696, 3762426175, 3762426169, 3765448116, 267194548, 3765448126, 267194452]"
663-896,Curitiba,"[267194452, 3765448126, 3765448122, 3765448116, 3762426169, 3762426175, 3765461696, 3765461691, 1362833562, 1400358682, 3933853260, 1400358604, 1362816447, 1400446963, 1362816435, 2655876276, 1362816444, 1362833582, 1362833578, 3632226545, 1362816395, 8502525962, 1362816406, 613858172, 3747865675, 613858119, 668990441, 6396795692, 679327177, 679327210, 978827015, 6396859293, 269285956, 269285958, 269251337, 269285960, 269256435, 3602950893]"
665-897,Curitiba,"[3602950893, 267193211, 267193262, 574693619, 269274517, 267193281, 1386693995, 679327200, 9816132969, 668990438, 1362816448, 1362816396, 1362816466, 1362816421, 1362816415, 1975204369, 669015277, 267455208, 267279985, 1362756772, 613831761, 603240094, 1387699353, 3933853275, 3765461701, 372408134, 267194685, 267194409, 3765461708, 1740230799, 613711559, 1424023574, 1424023435, 1424023460, 3765502378, 1424023529, 1424023295, 1424023380]"
665-898,Curitiba,"[1424023380, 1424023295, 1424023562, 3765502378, 1424023291, 1424023435, 1424023571, 614364592, 269270305, 3765461708, 267194409, 372407918, 373066893, 1400358517, 613858299, 267276845, 269286074, 1362816395, 8502525962, 1362816406, 613858172, 3747865675, 613858119, 668990441, 6396795692, 679327177, 679327210, 978827015, 6396859293, 269285958, 269251337, 269256435, 3602950893]"
666-1757,Curitiba,"[1400358600, 3933853277, 1400358659, 373066893, 1400358665, 373066892, 1400358598, 1400358635, 1362816435, 2655876276, 1362816444, 1362833582, 1362833578, 3632226545, 1362816449, 1362816381, 1362816438, 669003598, 614235282, 679327362, 9034015605, 679327316, 668990443, 267193375, 6396795692, 679327177, 679327210, 978827015, 6396859293, 269285956, 269285958, 269251337, 269285960, 269256435, 3602950893]"
666-899,Curitiba,"[3602950893, 267193211, 267193262, 574693619, 269274517, 267193281, 1386693995, 679327200, 9816132969, 2015063330, 679327318, 679327316, 669003605, 679327362, 614235282, 669003598, 614235281, 1362816381, 1362816449, 3632226545, 1362833582, 1362816444, 2655876276, 1362816435, 1400358635, 1400358598, 373066892, 1400358670, 1400358600]"
670-906,Curitiba,"[267193210, 267193211, 1319331832, 1363022052, 1319331845, 1362838208, 1717087624, 1975233216, 269221468, 3165273860, 668980320, 1150325977, 8498837013, 1598768587, 1733116321, 473274982, 1370744604, 472910630, 1736634421, 614247897, 679414046, 614247899, 432774684, 1425481528, 1385224820, 3632971156, 1425481193, 1740886824, 1425505397, 1425505382, 8582537949]"
670-907,Curitiba,"[8582537949, 1425505382, 1425505397, 1740886824, 1425481193, 3632971156, 1425481683, 432774698, 432774684, 614247899, 679414041, 614247897, 1736634421, 1376884002, 1376884002, 1376884030, 473274974, 1733116321, 2766107943, 668990663, 668990671, 668990525, 668990639, 668990711, 668990732, 1843406600, 668980123, 1363005304, 1843406599, 269285960, 269256435, 267193210]"
671-908,Curitiba,"[2047828929, 267193211, 1319331832, 1363022052, 1319331845, 1362838208, 1717087624, 1975233216, 269221468, 930003173, 1150325941, 1150336780, 267279969, 4011494787, 480545546, 474201196, 373066582, 269218113, 373066410, 1362796814, 1362796808, 373069134, 1362796820, 432774681, 1376884010, 1736592516, 613552630]"
671-909,Curitiba,"[613552630, 1736592516, 613831906, 613831904, 1376884007, 1387711018, 1362796800, 1362796804, 1362796798, 1362796817, 373066411, 1362816451, 1362816464, 1362816439, 1362816476, 668990663, 668990671, 668990525, 668990639, 668990711, 668990732, 1843406600, 668980123, 1363005304, 1843406599, 269285960, 269256435, 2047828929]"
673-910,Curitiba,"[267193210, 267193211, 1319331832, 1363022052, 1319331845, 1362838208, 1717087624, 1975233216, 269221468, 930003173, 1150325941, 1150336780, 267279969, 4011494787, 480545546, 474201196, 373066582, 269218113, 373066410, 267279985, 1362756772, 613831761, 373068442, 373066272, 373068542, 603240085, 1857349678, 1857349676, 603240056, 603240045, 535301995]"
673-911,Curitiba,"[535301995, 603240045, 603240056, 603240062, 373068544, 603240085, 373068541, 373066272, 373068442, 603240094, 1387699353, 613858299, 267276845, 269286074, 1362816464, 1362816439, 1362816476, 668990663, 668990671, 668990525, 668990639, 668990711, 668990732, 1843406600, 668980123, 1363005304, 1843406599, 269285960, 269256435, 267193210]"
674-912,Curitiba,"[267193210, 267193211, 1319331832, 1363022052, 1319331845, 1362838208, 1717087624, 1975233216, 269221468, 930003173, 1150325941, 1150336780, 267279969, 4011494787, 480545546, 474201196, 373066582, 269218115, 614247891, 575362277, 6571668713, 613552690, 3933890628, 432774652, 3635365828, 613831912, 3634359052, 1387699198, 373067894, 372415515, 613552643, 1387618992, 1426997662, 613537268, 1425128891, 613537296, 1425128796, 613537430, 1425129049, 1425129099]"
674-913,Curitiba,"[1425129099, 1425128680, 613537298, 5476428141, 613537296, 1425128891, 613537268, 613537307, 1387618992, 613552643, 372415515, 3150908177, 8488379493, 3634359060, 1425505215, 613831901, 432774652, 3933890628, 613552690, 6587723801, 614247923, 1362796797, 373066411, 1362816451, 1362816464, 1362816439, 1362816476, 668990663, 668990671, 668990525, 668990639, 668990711, 668990732, 1843406600, 668980123, 1363005304, 1843406599, 269285960, 269256435, 267193210]"
679-10213,Curitiba,"[372410710, 3765514464, 3765514469, 1843771789, 4167275492, 1520968831, 1520948371, 4102251840, 586460015, 586456802, 586459372, 1582699141, 1763729063, 1575655425, 1575655440, 1575655447, 1575655439, 1575655424, 1391261680, 1771516195, 1575647058, 1575647311, 1575647062, 1575647412, 1391261807, 1771527833, 1391261833, 1575647273, 1771527905, 1575647414, 1575494584, 1575526472, 1575526310, 1779244915, 1779244529, 1786723115, 1786722914, 1786723001, 1786723233, 1786754004, 1786753938, 1786771086, 3767111778, 9031055232, 1798051971, 1808151119, 1808150738, 267526904, 1808150392, 5467711718, 267526914, 267526917, 267526918, 1391262128, 267526924, 1391262342, 266901468, 267526126, 8742132496, 267526228, 1762653732, 269584188, 269578660, 8727007073, 8727007073, 614323217, 5477171800, 8726883588, 5686661428, 613695886, 5471847229, 1149245710, 613695699, 372412912, 613598184, 372410710]"
679-2081,Curitiba,"[372410710, 3765514464, 3765514469, 1843771789, 4167275492, 1520968831, 1520948371, 4102251840, 586460015, 586456802, 586459372, 1582699141, 1763729063, 1575655425, 1575655440, 1575655447, 1575655439, 1575655424, 1391261680, 1771516195, 1575647058, 1575647311, 1575647062, 1575647412, 1391261807, 1771527833, 1391261833, 1575647273, 1771527905, 1575647414, 1575494584, 1575526472, 1575526310, 1779244915, 1779244529, 1786723115, 1786722914, 1786723001, 1786723233, 1786754004, 1786753938, 1786771086, 3767111778, 9031055232, 1798051971, 1808151119, 1808150738, 267526904, 1808150392, 5467711718, 267526914, 267526917, 267526918, 1391262128, 267526924, 1391262342, 266901468, 267526126, 8742132496, 267526228, 1762653732, 269575918, 1424285243, 5471847613, 5686661428, 613695886, 5471847229, 1149245710, 613695699, 372412912, 613598184, 372410710]"
680-914,Curitiba,"[372410897, 3765514532, 372412958, 613695873, 8598503558, 5471847613, 1732263368, 269578021, 5674096140, 5674096154, 266901460, 267526227, 267526407, 5467607051, 267526924, 1391262128, 267526918, 267526917, 267526914, 2931587048, 5467711718, 1808150392, 1808151108, 1808150630, 1808150596, 1808151141, 1808150951, 1808150874]"
680-915,Curitiba,"[1808150874, 5467712047, 1808151141, 1808150596, 1808150630, 1808150613, 1808150392, 5467711718, 2931587048, 267526914, 267526917, 267526918, 1391262128, 267526924, 1391262131, 1762653732, 269575918, 1424285243, 5471847613, 5686661428, 613695886, 1149245710, 613695699, 1229454359, 3765514539, 5962230559, 372410897]"
681-11437,Curitiba,"[372410897, 3765514532, 372412958, 613695873, 8598503558, 5471847613, 1732263368, 269578021, 5674096140, 5674096154, 266901460, 267526227, 8742132496, 267526126, 1391262186, 1391262155, 4085241001, 3012841281, 3012841256, 3012841289, 3012841330, 3012841443, 5466063813, 8679580765, 1771527822, 3462409150, 1575526472, 1575526310, 8436055887]"
681-11455,Curitiba,"[8436055887, 1575647417, 1575526310, 1575526472, 3462409150, 1771527822, 5466063813, 3012841443, 3012841330, 3012841256, 3012841281, 3468858625, 1391262155, 1391262186, 267526126, 8742132496, 267526228, 1762653732, 269575918, 1424285243, 5471847613, 5686661428, 613695886, 5471847229, 1149245710, 613695699, 1229454359, 3765514539, 5962230559, 372410897]"
683-3082,Curitiba,"[2734733983, 3412084261, 1228660319, 1228659988, 1408903960, 1408863241, 1408863287, 1409051446, 1409051136, 1762655273, 1298492475, 1298492249, 3050497533, 3050497540, 3050497586, 1487047439, 3050497644, 1779244813, 1779244741, 1779244549, 1762653621, 4007679255, 1762653548, 1762653547, 1762655291, 1298492463, 1409051667, 8631773140, 1409051670, 1408863287, 1408863241, 1408903960, 3150908204, 1228659988, 5471847341, 3412084263, 2734733983]"
683-918,Curitiba,"[2734733983, 3412084261, 1228660319, 1228659988, 1408903960, 1408863241, 1408863287, 1409051446, 1409051136, 1762655273, 1298492475, 1298492249, 3050497533, 3050497540, 3050497586, 1487047439, 3050497644, 1779244813]"
683-919,Curitiba,"[1779244813, 1779244741, 1779244549, 1762653621, 4007679255, 1762653548, 1762653547, 1762655291, 1298492463, 1409051667, 8631773140, 1409051670, 1408863287, 1408863241, 1408903960, 3150908204, 1228659988, 5471847341, 3412084263, 2734733983]"
684-12915,Curitiba,"[1786723001, 1786723233, 1786754004, 3767111803, 1798051977, 7640938789, 1786723190, 1786722851, 1786790809, 1786723107, 1786722826, 1786722974, 1786723115, 1779244529, 1779244915, 8436055887, 8667534259, 1391262020, 5467607085, 8744463902, 5467607076, 267526922, 267526924, 1391262131, 1762653732, 269575918, 1424285243, 5471847613, 5686661428, 613695886, 5471847229, 1149245710, 613695699, 1229454359, 3765514539, 5962230559, 372411047]"
684-12916,Curitiba,"[1786723001, 1786723233, 1786754004, 3767111803, 1798051977, 7640938789, 1786723190, 1786722851, 1786790809, 1786723107, 1786722826, 1786722974, 1786723115, 1779244529, 1779244915, 8436055887, 8667534259, 1391262020, 5467607085, 8744463902, 5467607076, 267526922, 267526924, 1391262131, 1762653732, 269575918, 1424285243, 5471847613, 5686661428, 613695886, 5471847229, 1149245710, 613695699, 1229454359, 3765514539, 5962230559, 372410897]"
684-920,Curitiba,"[372411047, 3765514532, 372412958, 613695873, 8598503558, 5471847613, 1732263368, 269578021, 5674096140, 5674096154, 266901460, 267526227, 267526407, 5467607051, 267526924, 267526922, 5467607076, 8670683513, 5467607085, 1391262020, 8667534259, 8436055887, 1779244915, 1779244529, 1786723115, 1786722914, 1786723001]"
684-9774,Curitiba,"[372411047, 3765514532, 372412958, 613695873, 8598503558, 5471847613, 1732263368, 269578021, 5674096140, 5674096154, 266901460, 267526227, 267526407, 5467607051, 267526924, 267526922, 5467607076, 8670683513, 5467607085, 1391262020, 8667534259, 1575647417, 1575526345, 1575647405, 1771629106, 1771629091, 1779244858, 1779244938, 8935588727, 8436055887, 1779244915, 1779244529, 1786723115, 1786722914, 1786723001]"
685-926,Curitiba,"[1786790818, 1786771012, 1786771098, 1786771019, 3767111800, 3767111797, 3767111796, 1786723115, 1779244529, 1779244915, 8436055887, 1584477538, 1575647417, 1575526310, 1575526472, 3462409150, 1771527822, 1391262035, 1771529514, 1771548103, 1771622667, 603331478, 1776193553, 4323049865, 586456877, 8755405039, 1768679584, 1575668073, 269578802, 8727007082, 269593435, 586459355, 269593569, 269593571, 586456802, 1487156222, 1520968716, 1487156216, 373067496, 1362764280, 1520948320, 8585714697, 4100193383, 1425128729]"
685-927,Curitiba,"[1425128729, 4100193383, 8585714698, 4680171924, 1362764280, 4102251840, 1520968810, 1520968756, 586456802, 586459366, 269593569, 586459355, 269593435, 8727007082, 586459339, 318408620, 1575668073, 1768679584, 8755405039, 586456877, 4323049865, 1776193553, 603331478, 1391261680, 1771516195, 1771552499, 1391262117, 1771527822, 3462409150, 1575526472, 1575526310, 1575647478, 1575526337, 8436055887, 1779244915, 1779244529, 1786723115, 1786722914, 1786722764, 1786723132, 1786771106, 1786771098, 1786771032, 1786790818]"
689-10933,Curitiba,"[2047828929, 267193211, 267193262, 574693619, 269274517, 267193281, 1386693995, 679327200, 9816132969, 668990438, 1362816448, 1362816396, 1362816466, 1362816421, 1362816415, 1975204369, 1362816395, 3632226545, 5475923465, 1400298010, 1362833562, 3765461691, 3765461696, 3762426175, 3762426169, 3765448116, 3765448122, 1362756820, 1362756839, 1424023167, 1424023210, 1424023431, 1424023465, 1424023295, 1319057362, 1424023549, 1424023513, 1424023383, 1409006102, 1409006279, 1409006242, 1400401026, 8628369226, 3412084261, 614365712, 1409025126, 7092234757, 2385107342, 1424285196, 3809363143, 614365572, 1424162386, 603194961, 603194951, 1732263348, 1424285767, 1228660055, 1424285571, 1424285448, 1424285723, 1424285426, 1424285553, 1424285760, 1424285689, 1408941508, 1409051685, 1408941727, 1408942215, 1409025126, 1319057477, 3412084263, 373553514, 8628369226, 614365722, 1409006242, 1409006097, 1409006298, 1409006347, 1424023383, 5786062587, 1319057362, 1424023295, 1424023562, 1424023621, 1424023642, 1424023727, 1424023339, 1362756839, 985479278, 985511414, 985511272, 847468170, 3765448116, 3762426169, 3762426175, 3765461696, 3765461691, 1362833562, 1362833577, 3632226545, 1362816395, 8502525962, 1362816406, 613858172, 3747865675, 613858119, 668990441, 6396795692, 679327177, 679327210, 978827015, 6396859293, 269285956, 269285958, 269251337, 269285960, 269256435, 267193210]"
689-10953,Curitiba,"[267193210, 2047828929]"
690-6324,Curitiba,"[613598184, 3765514532, 372412958, 613695873, 8598503558, 5471847613, 1732263368, 269578021, 5674096140, 5674096154, 6815786584, 1391261882, 7788747626, 8524262043, 4222207753, 4222207759, 4222207759, 5509399808, 6069912522, 6069912537, 6069912537, 6575205720, 6575205720, 5509399795, 9030342605, 8560260168, 4002467524, 1722800199, 4000975526, 3427866821, 3427866825]"
690-933,Curitiba,"[3427866825, 3427866821, 4000975526, 1722799193, 4002467524, 8560260168, 9030342605, 5509399795, 6575205720, 6575205720, 6069912537, 6069912537, 6069912522, 5509399808, 4222207759, 9031055232, 1798051971, 1808151119, 1808150738, 267526904, 1808150392, 5467711718, 267526914, 267526917, 267526918, 1391262128, 267526924, 1391262342, 266901468, 267526126, 8742132496, 267526228, 1762653732, 269575918, 1424285243, 5471847613, 5686661428, 613695886, 5471847229, 1149245710, 613695699, 1229454359, 3765514539, 5962230559, 613598184]"
700-13153,Curitiba,"[613598184, 267194191, 668990732, 571309054, 269222063, 269222334, 5426596046]"
700-13154,Curitiba,"[3329977554, 3610984066, 267193088]"
700-13173,Curitiba,"[5426596046, 267191857, 3329977554]"
700-13174,Curitiba,"[267193088, 6917284625, 8481619126, 668990733, 267194192, 613598184]"
701-934,Curitiba,"[8582770084, 3934629188, 4586988106, 2592299306, 1798105657, 1707910167, 1707910157, 1425481579, 679414026, 373066584, 679414067, 373066632, 1425481246, 1740300752, 1425481568, 8478816187, 4397492881, 1069257992, 3165273842, 1362838199, 668980281, 1975233235, 668990732, 1843406600, 668980123, 1363005304, 1843406599, 269285960, 269256435, 3602939840]"
701-935,Curitiba,"[3602939840, 267193211, 1319331832, 1363022052, 1319331845, 1362838208, 1717087624, 1975233216, 1386694017, 1362838196, 668980335, 1067569129, 4397492879, 4397492882, 1425481568, 1740300752, 1425481439, 373066632, 679414067, 373066584, 679414026, 1425481579, 1707910157, 1707910167, 1387711012, 2592299306, 4586987844, 3934629188, 8582770084]"
703-938,Curitiba,"[1409921624, 1387619031, 8754956304, 8754956302, 929338048, 1362783944, 961816481, 1362783978, 3934629188, 4586988106, 2592299306, 1798105657, 1707910167, 614247443, 614247425, 6563720965, 373066632, 1425481246, 1740300752, 1425481568, 8478816187, 4397492881, 1069257992, 3165273842, 1362838199, 668980281, 1975233235, 668990732, 1843406600, 668980123, 1363005304, 1843406599, 269285960, 269256435, 3602939840]"
703-939,Curitiba,"[3602939840, 267193211, 1319331832, 1363022052, 1319331845, 1362838208, 1717087624, 1975233216, 1386694017, 1362838196, 668980335, 1067569129, 4397492879, 4397492882, 1425481568, 1740300752, 1425481439, 373066632, 6563720965, 8547959210, 614247443, 1707910167, 1387711012, 2592299306, 4586987844, 3934629188, 1362783978, 7115760106, 1362783944, 7115751010, 8754956303, 1387699247, 1387619031, 1409921624]"
706-6723,Curitiba,"[1409921624, 1387619031, 8754956304, 8754956302, 929338048, 1362783944, 961816481, 1362783978, 8582770084, 3934629188, 4586988106, 2592299306, 1798105657, 1707910167, 614247443, 614247425, 6563720965, 373066632, 1425481246, 1740300752, 1425481568, 8478816187, 4397492881, 1069257992, 3165273842, 1362838199, 668980281, 1975233235, 668990732, 1843406600, 668980123, 1363005304, 1843406599, 269285960, 269256435, 3602939840]"
706-6724,Curitiba,"[3602939840, 267193211, 1319331832, 1363022052, 1319331845, 1362838208, 1717087624, 1975233216, 1386694017, 1362838196, 668980335, 1067569129, 4665278826, 4397492879, 4397492882, 1425481568, 1740300752, 1425481439, 373066632, 6563720965, 8547959210, 614247443, 1707910167, 1387711012, 2592299306, 4586987844, 3934629188, 1362783949, 1362783978, 7115760106, 1362783944, 7115751010, 8754956303, 1387699247, 1387619031, 1409921624]"
706-6741,Curitiba,"[1409921624, 1387619031, 8754956304, 8754956302, 929338048, 1362783944, 961816481, 1362783978, 8582770084, 3934629188, 4586988106, 2592299306, 1798105657, 1707910167, 1707910157, 1425481579, 679414026, 373066584, 679414067, 373066632, 1425481246, 1740300752, 1425481568, 8478816187, 4397492881, 1069257992, 3165273842, 1362838199, 668980281, 1975233235, 668990732, 1843406600, 668980123, 1363005304, 1843406599, 269285960, 269256435, 3602939840]"
706-6742,Curitiba,"[3602939840, 267193211, 1319331832, 1363022052, 1319331845, 1362838208, 1717087624, 1975233216, 1386694017, 1362838196, 668980335, 1067569129, 4665278826, 4397492879, 4397492882, 1425481568, 1740300752, 1425481439, 373066632, 679414067, 373066584, 679414026, 1425481579, 1707910157, 1707910167, 1387711012, 2592299306, 4586987844, 3934629188, 1362783949, 1362783978, 7115760106, 1362783944, 7115751010, 8754956303, 1387699247, 1387619031, 1409921624]"
710-6970,Curitiba,"[8582770084, 1387699249, 3934582017, 1362783980, 955442754, 961828965, 1362783979, 1387619033, 961767172, 1387619010, 1387619031, 1387618998, 967265339, 1362784020, 7115751010, 1362783944, 961816481, 1387699296, 1362783949, 4450873606, 1362784014, 373067957, 1387699313, 1387699216, 613725907, 373068062, 373068063]"
710-6971,Curitiba,"[373068063, 373068062, 613725907, 1362783974, 1387699313, 373067957, 1362784053, 4450873606, 8582770084]"
711-940,Curitiba,"[3934629180, 1362783978, 7115760106, 1362783944, 1738264848, 1738264836, 1738264851, 1738264870, 967286537, 1738251544, 1738251493, 1738251547, 1362783964, 1014859103, 1014859103, 961826694]"
711-941,Curitiba,"[961826694, 1014859103, 1014859103, 1362783964, 1738251547, 1738251493, 1738251544, 967286537, 1738264870, 1738264851, 1738264836, 1738264848, 1362783944, 961816481, 1362783978, 3934629180]"
712-942,Curitiba,"[1362783949, 1387699233, 1387699199, 974837004, 1362783938, 1362766260, 1425319267, 1425319247, 1736634404, 373068170, 1520921684, 1520922134, 1520921402, 1520921801, 1520921242, 1520922162, 4813161828, 929474725, 1362764286, 8585714697, 4100193383, 1425128830]"
712-943,Curitiba,"[1425128830, 4100193383, 8585714698, 4680171915, 929474725, 1520921134, 1520922162, 1520921242, 1520921142, 1520921402, 5477172252, 373068170, 1736634404, 1425319247, 1425319267, 1362766260, 1362783938, 974837004, 1387699199, 1387699233, 1362783949]"
713-944,Curitiba,"[1362783949, 4450873606, 1362784014, 373067957, 1387699313, 1387699216, 613725907, 373068062, 373068063]"
713-945,Curitiba,"[373068063, 373068062, 613725907, 1362783974, 1387699313, 373067957, 1362784053, 4450873606, 1362783949]"
714-3641,Curitiba,"[1411247766, 1411247582, 1411247597, 1409976469, 1409921547, 1409976667, 1409976357, 1409976682, 1409976613, 1409921581, 8754598189, 1409976643, 1411218742, 1411218761, 5485066339, 1411218750, 1409921531, 1409921624, 1411201043, 4490174701, 8752394365, 3708703458, 8752394365, 4490174701, 1411201043, 1409921624, 1409921531, 1411218750, 5485066339, 1411218761, 1411218742, 1409976643, 1409921544, 1409921581, 1409976613, 1409976608, 1409976357, 1409976667, 1411247600, 1409976469, 1411247597, 1411247582, 1411247766]"
714-3661,Curitiba,"[1411247766, 1411247582, 1411247597, 1409976469, 1409921547, 1409976667, 1409976357, 1409976682, 1409976613, 1409921581, 8754598189, 1409976643, 1411218742, 1411218761, 5485066339, 1409921531, 1409921624, 1411201043, 1411209484, 1411201051, 1411201030, 1409921686, 3708703441, 8754793939, 1707911761, 1411209452, 1707911745, 3708703429, 1707911761, 1409921583, 3708703441, 1409921686, 1411201030, 1411201051, 929337898, 1411201043, 1409921624, 1411201043, 4490174701, 8752394365, 3708703458, 8752394365, 4490174701, 1411201043, 1409921624, 1409921531, 1411218750, 5485066339, 1411218761, 1411218742, 1409976643, 1409921544, 1409921581, 1409976613, 1409976608, 1409976357, 1409976667, 1411247600, 1409976469, 1411247597, 1411247582, 1411247766]"
714-946,Curitiba,"[1409921624, 1409921531, 1411218750, 5485066339, 1411218761, 1411218742, 1409976643, 1409921544, 1409921581, 1409976613, 1409976608, 1409976357, 1409976667, 1411247600, 1409976469, 1411247597, 1411247582, 1411247766]"
714-947,Curitiba,"[1411247766, 1411247582, 1411247597, 1409976469, 1409921547, 1409976667, 1409976357, 1409976682, 1409976613, 1409921581, 8754598189, 1409976643, 1411218742, 1411218761, 5485066339, 1409921531, 1409921624]"
718-952,Curitiba,"[8582770084, 1387699249, 3934582017, 1362783980, 955442754, 961828965, 1362783979, 1387619033, 961767172, 1387619010, 1387619031, 1387618998, 967265339, 1362784020, 7115751010, 1362783944, 961816481, 974846983, 1387699296, 8582770084]"
